System,Teff,err,err.1,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup.1,errdn.1,loggA,errup.2,errdn.2,rho_A,errup.3,errdn.3,Period,e,errup.4,errdown,a(AU),errup.5,errdown.1,M_b,errup.6,errdn.4,R_b,errup.7,errdn.5,g_b,errup.8,errdn.6,rho_b,errup.9,errdn.7,Teq,err.2,err.3,Discovery_reference,Recent_reference,Rp_Rs,a_Rs,host_star,has_pdcsap,n_sectors,sector_list,pl_name,hostname,tic_id,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,ttv_flag,st_teff,st_logg,st_rad,discoverymethod,nea_match_type
TOI-3023,5760,85,88,0.085,0.084,0.083,1.12,0.11,0.06,1.668,0.046,0.033,4.048,0.017,0.021,0.245,0.006,0.014,3.901,0.0,0.097,0.0,0.0505,0.0015,0.0009,0.62,0.1,0.09,1.466,0.043,0.032,7.2,1.1,1.1,0.185,0.029,0.029,1596.0,24.0,25.0,2023ApJS..265....1Y,2023ApJS..265....1Y,0.8788968824940048,6.510262269512286,TOI-3023,True,2,"[0, 1]",TOI-3023 b,TOI-3023,TIC 454248975,88.9,0.8,-1.0,,,,6.53,0.06,-0.13,0.0,2459071.1922,0.0003,-0.0003,4.961,0.024,-0.022,0.13,0.11,-0.09,0.815,0.0,5760.0,4.048,1.668,Transit,host_single
WASP-176,6100,100,100,0.15,0.08,0.08,1.345,0.08,0.13,1.925,0.047,0.044,3.995,0.037,0.053,0.263,0.03,0.032,3.899,0.0,-1.0,-1.0,0.0535,0.001,0.0019,0.855,0.072,0.069,1.505,0.05,0.045,9.4,1.1,1.1,0.234,0.032,0.032,1721.0,28.0,21.0,2020AJ....159..255C,2020AJ....159..255C,0.7818181818181817,5.97621483252398,WASP-176,True,2,"[0, 1]",WASP-176 b,WASP-176,TIC 375942197,86.7,1.3,-1.1,,,,,,,0.0,2458234.1771,0.0007,-0.0007,5.1528,0.0504,-0.0456,0.347,0.098,-0.12,0.64,0.0,5941.0,3.995,1.925,Transit,host_single
CoRoT-02,5598,50,50,0.04,0.05,0.05,0.997,0.049,0.049,0.901,0.019,0.019,4.527,0.017,0.017,1.362,0.064,0.064,1.743,0.0143,0.0077,0.0077,0.02835,0.00047,0.00047,3.57,0.15,0.15,1.46,0.031,0.031,41.5,1.7,1.7,1.073,0.058,0.058,1521.0,18.0,18.0,2008A+A...482L..21A,2012MNRAS.426.1291S,1.620421753607103,6.765991146212526,CoRoT-02,True,2,"[0, 1]",CoRoT-2 b,CoRoT-2,TIC 391958006,88.08,0.18,-0.16,,,,,,,0.0143,2454237.53556,0.0002,-0.00021,2.26704,0.00264,-0.0024,0.221,0.017,-0.019,2.75,1.0,5625.0,,0.906,Transit,host_single
WASP-188,6850,125,125,0.0,0.3,0.3,1.5,0.09,0.09,1.83,0.069,0.069,4.1,0.2,0.2,0.345,0.002,0.002,5.749,0.0,-1.0,-1.0,0.072,0.003,0.003,1.44,0.3,0.03,1.322,0.051,0.051,-1.0,-1.0,-1,0.59,0.15,0.15,1666.0,70.0,70.0,2025AJ....169..334S,2025AJ....169..334S,0.7224043715846995,8.460276551634987,WASP-188,True,2,"[0, 1]",WASP-188 b,WASP-188,TIC 289574465,85.88,0.2,-0.2,0.0742,0.0005,-0.0005,8.46,0.01,-0.01,0.0,2457033.12141,0.001,-0.001,,,,0.61,0.01,-0.01,0.5509,0.0,6850.0,4.1,1.83,Transit,host_single
WASP-174,6400,100,100,0.09,0.09,0.09,1.24,0.038,0.038,1.347,0.018,0.018,4.273,0.01,0.010,0.507,0.016,0.016,4.234,-1.0,-1.0,-1.0,0.05503,0.00056,0.00056,0.33,0.091,0.091,1.437,0.05,0.05,3.9,1.4,1.0,0.102,0.032,0.032,1528.0,17.0,17.0,2018MNRAS.480.5307T,2020A+A...633A..30M,1.0668151447661471,8.78486455605818,WASP-174,True,2,"[0, 1]",WASP-174 b,WASP-174,TIC 102192004,83.78,0.096,-0.096,0.1098,0.003,-0.003,8.789,0.088,-0.088,0.0,2458545.5266,0.00014,-0.00014,2.094,0.016,-0.016,0.953,0.006,-0.0066,,0.0,6399.0,4.273,1.347,Transit,host_single
WASP-164,5800,200,200,0.0,0.2,0.2,0.95,0.08,0.08,0.932,0.028,0.03,4.5,0.2,0.2,1.165,0.074,0.067,1.777,0.0,0.09,0.09,0.02818,0.00065,0.00072,2.13,0.12,0.13,1.128,0.041,0.043,41.6,2.9,2.6,1.48,0.15,0.13,1610.0,58.0,53.0,2019MNRAS.482..301L,2019MNRAS.482..301L,1.2103004291845492,6.501719504081506,WASP-164,True,2,"[0, 1]",WASP-164 b,WASP-164,TIC 237320326,82.73,0.22,-0.21,0.1242,0.0013,-0.0013,6.5,0.13,-0.13,0.0,2457203.85378,0.0002,-0.0002,1.60368,0.0204,-0.02016,0.8216,0.0084,-0.0091,1.542,0.0,5806.0,,0.932,Transit,host_single
WASP-133,5700,100,100,0.29,0.12,0.12,1.16,0.08,0.08,1.44,0.05,0.05,4.18,0.02,0.02,0.39,0.03,0.03,2.176,0.0,0.17,0.0,0.0345,0.0007,0.0007,1.16,0.09,0.09,1.21,0.05,0.05,18.2,1.8,1.6,0.66,0.07,0.07,1790.0,40.0,40.0,2016A+A...591A..55M,2016A+A...591A..55M,0.8402777777777778,5.15180902862148,WASP-133,True,2,"[0, 1]",WASP-133 b,WASP-133,TIC 92449173,87.0,1.0,-1.0,,,,5.155,0.081,-0.155,0.17,2457116.9874,0.0002,-0.0002,3.4392,0.0168,-0.0168,0.2,0.1,-0.1,,0.0,5700.0,4.18,1.44,Transit,host_single
WASP-131,5990,50,50,-0.2,0.07,0.07,1.06,0.06,0.06,1.68,0.02,0.02,3.89,0.08,0.08,0.278,0.016,0.016,5.322,0.0,0.1,0.0,0.0608,0.0013,0.0013,0.273,0.019,0.019,1.264,0.037,0.037,4.16,0.3,0.30,0.148,0.013,0.013,1450.0,36.0,36.0,2017MNRAS.465.3693H,2023MNRAS.522.4499D,0.7523809523809524,7.782111526464248,WASP-131,True,2,"[0, 1]",WASP-131 b,WASP-131,TIC 271168962,84.96,0.17,-0.17,,,,8.37,0.15,-0.15,0.0,2458282.2588,0.00019,-0.00019,3.845,0.02,-0.02,0.735,0.011,-0.011,0.6517,0.0,5990.0,4.075,1.561,Transit,host_single
HAT-P-21,5695,45,45,0.04,0.09,0.09,0.998,0.04,0.04,1.248,0.05,0.05,4.245,0.033,0.033,0.513,0.058,0.058,4.124,0.217,0.01,0.01,0.05037,0.00067,0.00067,4.23,0.16,0.16,1.13,0.057,0.057,82.1,8.1,8.1,2.74,0.4,0.40,1367.0,27.0,27.0,2011ApJ...742..116B,2022A+A...664A.162M,0.9054487179487178,8.678816748216184,HAT-P-21,True,2,"[0, 1]",HAT-P-21 b,HAT-P-21,TIC 17993892,87.2,0.7,-0.7,,,,9.65,0.74,-0.74,0.23,,,,,,,,,,0.9,0.0,5588.0,4.33,1.21,Transit,host_single
HAT-P-19,4962,39,41,0.166,0.07,0.068,0.807,0.034,0.03,0.773,0.011,0.01,4.5687,0.0066,0.0056,1.749,0.013,0.023,4.009,0.084,0.041,0.041,0.04599,0.00063,0.00058,0.277,0.017,0.016,1.008,0.014,0.013,6.76,0.37,0.36,0.253,0.014,0.014,981.0,8.0,8.0,2011ApJ...726...52H,2024MNRAS.528.1930K,1.3040103492884865,12.793432101763305,HAT-P-19,True,2,"[0, 1]",HAT-P-19 b,HAT-P-19,TIC 267650535,89.52,0.2,-0.2,0.1346,0.0004,-0.0004,12.84,0.06,-0.06,,2456610.863945,7.1e-05,-7.1e-05,,,,,,,,0.0,4962.0,4.5687,0.773,Transit,host_single
HAT-P-15,5620,20,20,0.24,0.1,0.1,1.02,0.066,0.06,1.092,0.049,0.05,4.371,0.047,0.045,1.11,0.18,0.15,10.864,0.2,0.026,0.028,0.0964,0.0014,0.0014,1.946,0.066,0.066,1.072,0.043,0.043,41.7,2.9,2.9,1.48,0.17,0.17,904.0,20.0,20.0,2010ApJ...724..866K,2022A+A...664A.162M,0.9816849816849816,18.98268095018101,HAT-P-15,True,2,"[0, 1]",HAT-P-15 b,HAT-P-15,TIC 353459965,89.1,0.2,-0.2,,,,19.25,0.77,-0.77,0.19,,,,,,,,,,1.0,0.0,5568.0,4.38,1.07,Transit,host_single
TOI-1333,6274,97,97,0.119,0.078,0.077,1.464,0.076,0.079,1.925,0.064,0.063,4.034,0.032,0.033,0.205,0.022,0.02,4.72,0.073,0.092,0.052,0.0626,0.0012,0.0011,2.37,0.24,0.24,1.396,0.056,0.054,30.1,4.0,3.6,0.81,0.14,0.11,1679.0,35.0,34.0,2021AJ....161..194R,2021AJ....161..194R,0.7251948051948052,6.99272987880376,TOI-1333,True,2,"[0, 1]",TOI-1333 b,TOI-1333,TIC 395171208,85.7,1.3,-0.65,0.0745,0.0014,-0.0015,6.98,0.24,-0.23,0.073,2458913.37033,0.00045,-0.00045,4.6416,0.06,-0.0696,0.504,0.085,-0.19,0.555,0.0,6274.0,4.034,1.925,Transit,host_single
K2-036c,4916,35,37,-0.09,0.06,0.04,0.79,0.01,0.01,0.718,0.008,0.006,4.621,0.005,0.004,2.12,0.04,0.04,5.341,0.0,-1.0,-1.0,0.054,0.001,0.001,0.0245,0.0072,0.0072,0.285,0.027,0.027,-1.0,-1.0,-1,1.0,0.5,0.4,788.0,9.0,9.0,2016ApJ...827...78S,2019A+A...624A..38D,0.3969359331476323,16.17232530239418,K2-036c,True,2,"[0, 1]",K2-36 c,K2-36,TIC 363445121,86.917,0.066,-0.056,,,,,,,0.089,2456812.84001,0.00071,-0.00071,,,,,,,,0.0,4916.0,,0.718,Transit,planet_name
K2-036b,4916,35,37,-0.09,0.06,0.04,0.79,0.01,0.01,0.718,0.008,0.006,4.621,0.005,0.004,2.12,0.04,0.04,1.423,0.0,-1.0,-1.0,0.0223,0.0004,0.0004,0.0123,0.0035,0.0035,0.128,0.007,0.007,-1.0,-1.0,-1,5.4,1.9,1.6,1224.0,13.0,13.0,2016ApJ...827...78S,2019A+A...624A..38D,0.1782729805013927,6.678571374877597,K2-036b,True,2,"[0, 1]",K2-36 b,K2-36,TIC 363445121,84.45,0.78,-0.48,,,,,,,0.093,2456810.8916,0.0013,-0.0013,,,,,,,,0.0,4916.0,,0.718,Transit,planet_name
TOI-3785,3576,88,88,0.1,0.12,0.12,0.52,0.02,0.02,0.5,0.01,0.01,4.747,0.046,0.046,-1.0,-1.0,-1.0,4.675,0.11,0.1,0.08,0.043,0.001,0.001,0.047,0.013,0.12,0.459,0.014,0.014,-1.0,-1.0,-1,0.46,0.14,0.13,582.0,16.0,16.0,2023AJ....166...44P,2023AJ....166...44P,0.918,18.492754495782144,TOI-3785,True,2,"[0, 1]",TOI-3785 b,TOI-3785,TIC 458419328,88.1,0.01,-0.01,0.0962,0.0017,-0.0017,18.89,0.45,-0.44,0.11,2458861.49553,0.0006,-0.00058,1.7,0.02,-0.02,0.6,0.02,-0.03,0.9254,0.0,3576.0,4.747,0.5,Transit,host_single
TOI-3714,3660,90,90,0.1,0.1,0.1,0.507,0.011,0.011,0.51,0.01,0.01,4.73,0.03,0.03,4.1,0.3,0.2,2.155,0.03,0.03,0.02,0.026,0.002,0.002,0.67,0.02,0.02,1.01,0.03,0.03,17.8,1.7,1.6,0.64,0.06,0.06,781.0,23.0,23.0,2022AJ....164...50C,2025AJ....170..313W,1.9803921568627447,10.962417165762329,TOI-3714,True,2,"[0, 1]",TOI-3714 b,TOI-3714,TIC 155867025,88.7,0.5,-0.5,0.204,0.003,-0.003,11.5,0.4,-0.5,0.03,2458840.5093,0.0004,-0.0004,1.66,0.02,-0.01,0.26,0.08,-0.1,,0.0,3660.0,4.75,0.51,Transit,host_single
TOI-3693,5321,86,82,0.071,0.079,0.076,0.867,0.036,0.037,0.791,0.017,0.014,4.581,0.014,0.021,1.758,0.071,0.113,9.089,0.0,0.054,0.0,0.0813,0.0011,0.0012,1.02,0.24,0.22,1.124,0.029,0.023,20.0,4.9,4.5,0.671,0.166,0.151,801.0,13.0,12.0,2022AJ....164...70Y,2022AJ....164...70Y,1.4209860935524654,22.10126922804646,TOI-3693,True,2,"[0, 1]",TOI-3693 b,TOI-3693,TIC 240823272,89.57,0.29,-0.28,,,,22.13,0.3,-0.47,0.0,2458806.68164,0.00032,-0.00031,3.5568,0.0288,-0.0264,0.17,0.1,-0.11,2.134,0.0,5321.0,4.581,0.791,Transit,host_single
TOI-3688,5950,100,100,0.262,0.085,0.086,1.199,0.072,0.076,1.302,0.038,0.035,4.288,0.031,0.035,0.544,0.052,0.052,3.246,0.0,0.099,0.0,0.0456,0.00089,0.00098,0.98,0.1,0.11,1.167,0.048,0.044,17.8,2.5,2.4,0.573,0.098,0.090,1534.0,29.0,28.0,2023ApJS..265....1Y,2023ApJS..265....1Y,0.8963133640552995,7.531075670771853,TOI-3688,True,2,"[0, 1]",TOI-3688 A b,TOI-3688 A,TIC 245509452,87.9,1.2,-1.0,,,,7.53,0.23,-0.25,0.0,2459108.0507,0.0014,-0.0014,3.482,0.091,-0.089,0.27,0.13,-0.16,0.85,0.0,5950.0,4.288,1.302,Transit,host_single
TOI-3629,3870,90,90,0.4,0.1,0.1,0.63,0.02,0.02,0.6,0.02,0.01,4.67,0.05,0.05,2.8,0.1,0.1,3.937,0.05,0.05,0.04,0.043,0.002,0.002,0.26,0.02,0.02,0.74,0.02,0.02,12.3,1.8,1.8,0.6,0.08,0.08,690.0,20.0,20.0,2022AJ....164...50C,2022AJ....164...50C,1.2333333333333334,15.41062874648512,TOI-3629,True,2,"[0, 1]",TOI-3629 b,TOI-3629,TIC 455784423,89.1,0.5,-0.5,0.126,0.002,-0.002,15.4,0.8,-0.8,0.05,2458784.256,0.001,-0.001,2.2,0.03,-0.03,0.2,0.1,-0.1,,0.0,3870.0,4.67,0.6,Transit,host_single
TOI-3593,5550,120,100,0.384,0.084,0.08,1.015,0.043,0.037,0.918,0.022,0.024,4.519,0.028,0.022,1.312,0.106,0.099,3.821,0.105,0.028,0.052,0.0481,0.0007,0.00058,1.78,0.13,0.09,0.984,0.026,0.028,45.5,4.6,3.2,1.74,0.2,0.18,1170.0,22.0,19.0,2025ApJS..280...30Y,2025ApJS..280...30Y,1.0718954248366013,11.26692875370017,TOI-3593,True,2,"[0, 1]",TOI-3593 b,TOI-3593,TIC 162289289,88.09,0.63,-0.37,,,,11.27,0.27,-0.32,0.105,2460055.72703,0.00016,-0.00016,2.486,0.021,-0.022,0.34,0.07,-0.12,1.21,0.0,5550.0,4.519,0.918,Transit,host_single
K2-106c,5532,74,74,0.1,0.05,0.05,0.94,0.03,0.03,0.993,0.008,0.008,4.408,0.017,0.017,1.03,0.05,0.05,13.341,0.18,0.038,0.048,0.1078,0.0011,0.0012,0.0249,0.0066,0.0066,0.2419,0.0063,0.0063,-1.0,-1.0,-1,1.76,0.5,0.51,838.0,12.0,13.0,2017AJ....153...82A,arXiv:2603.14552,0.2436052366565961,23.343859746660524,K2-106c,True,2,"[0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
K2-106b,5532,74,74,0.1,0.05,0.05,0.94,0.03,0.03,0.993,0.008,0.008,4.408,0.017,0.017,1.03,0.05,0.05,0.572,0.0,-1.0,-1.0,0.0132,0.00014,0.00014,0.0237,0.002,0.002,0.1433,0.003,0.003,-1.0,-1.0,-1,8.04,0.89,0.86,2324.0,35.0,35.0,2017AJ....153...82A,arXiv:2603.14552,0.1443101711983887,2.858431805713533,K2-106b,True,2,"[0, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,none
TOI-2818,5721,88,83,-0.02,0.11,0.09,0.977,0.063,0.049,1.229,0.032,0.031,4.25,0.034,0.030,0.528,0.052,0.045,4.04,0.0,0.147,0.0,0.0493,0.001,0.0008,0.71,0.26,0.26,1.363,0.046,0.045,9.5,3.6,3.2,0.256,0.106,0.098,1376.0,26.0,24.0,2023ApJS..265....1Y,2023ApJS..265....1Y,1.1090317331163546,8.62577626584347,TOI-2818,True,2,"[0, 1]",TOI-2818 b,TOI-2818,TIC 151483286,87.73,0.75,-0.55,,,,8.63,0.28,-0.25,0.0,2459023.44641,0.00025,-0.00025,3.804,0.031,-0.029,0.34,0.07,-0.11,1.3,0.0,5721.0,4.25,1.229,Transit,host_single
TIC_245076932,6130,178,178,0.02,0.05,0.05,1.117,0.063,0.063,1.288,0.058,0.058,4.267,0.02,0.020,0.5221,0.0013,0.0009,21.614,0.428,0.022,0.019,0.157,0.007,0.007,0.51,0.04,0.05,0.97,0.048,0.048,14.2,2.9,2.6,0.563,0.037,0.042,845.0,25.0,25.0,arXiv:2602.20654,arXiv:2602.20654,0.7531055900621118,26.211202295227835,TIC 245076932,True,2,"[0, 1]",TIC 245076932 b,TIC 245076932,TIC 245076932,89.77,0.15,-0.23,0.0774,0.0004,-0.0004,,,,0.428,2459357.6617,0.0012,-0.0013,9.2,0.5,-0.5,0.106,0.106,-0.068,0.599,0.0,6130.0,4.267,1.288,Transit,host_single
TIC_147027702,6410,183,183,-0.08,0.05,0.05,1.406,0.074,0.086,2.136,0.096,0.096,3.926,0.02,0.020,0.1429,0.0026,0.0016,44.405,0.127,0.055,0.048,0.274,0.014,0.013,1.09,0.07,0.13,0.975,0.065,0.064,29.9,6.7,6.7,1.18,0.37,0.32,863.0,16.0,17.0,arXiv:2602.20654,arXiv:2602.20654,0.4564606741573033,27.583696606590824,TIC 147027702,True,2,"[0, 1]",TIC 147027702 b,TIC 147027702,TIC 147027702,89.52,0.32,-0.3,0.0469,0.0009,-0.001,,,,0.127,2458550.7314,0.0035,-0.0038,15.9,0.9,-1.8,0.23,0.145,-0.155,0.22,0.0,6410.0,3.926,2.136,Transit,host_single
HAT-P-08,6200,80,80,0.01,0.08,0.08,1.192,0.075,0.075,1.475,0.034,0.034,4.177,0.022,0.022,0.517,0.035,0.035,3.076,0.0,-1.0,-1.0,0.0439,0.00091,0.00091,1.275,0.053,0.053,1.321,0.04,0.04,18.11,0.82,0.82,0.371,0.022,0.022,1713.0,27.0,27.0,2009ApJ...704.1107L,2013A+A...551A..11M,0.8955932203389829,6.399936321362524,HAT-P-08,True,2,"[0, 1]",HAT-P-8 b,HAT-P-8,TIC 188876052,87.8,0.76,-0.76,,,,6.13,0.29,-0.29,0.0,,,,,,,,,,0.83,0.0,6200.0,4.15,1.57,Transit,host_single
HAT-P-06,6570,80,80,-0.13,0.08,0.08,1.295,0.068,0.068,1.518,0.071,0.071,4.188,0.035,0.035,0.37,0.045,0.045,3.853,0.0,-1.0,-1.0,0.05244,0.00092,0.00092,1.063,0.057,0.057,1.395,0.081,0.081,13.5,1.6,1.6,0.366,0.064,0.064,1704.0,40.0,40.0,2008ApJ...673L..79N,2012MNRAS.426.1291S,0.9189723320158104,7.428379184352236,HAT-P-06,True,2,"[0, 1]",HAT-P-6 b,HAT-P-6,TIC 176899385,85.51,0.35,-0.35,,,,7.73,0.34,-0.34,0.0,,,,,,,,,,0.87,0.0,6570.0,4.22,1.62,Transit,host_single
WASP-114,5940,140,140,0.14,0.07,0.07,1.289,0.053,0.053,1.43,0.06,0.06,4.3,0.1,0.1,0.439,0.05,0.041,1.549,0.012,0.022,0.009,0.02851,0.00039,0.00039,1.769,0.064,0.064,1.339,0.064,0.064,22.5,1.9,1.8,0.73,0.1,0.10,2043.0,58.0,58.0,2016A+A...593A.113B,2016A+A...593A.113B,0.9363636363636364,4.287107096070492,WASP-114,True,2,"[0, 1]",WASP-114 b,WASP-114,TIC 466390120,83.96,0.9,-0.9,,,,,,,0.012,2456667.73582,0.00021,-0.00021,2.78208,0.01896,-0.01896,0.457,0.052,-0.054,0.927,0.0,5940.0,4.3,1.43,Transit,host_single
WASP-110,5400,140,140,-0.06,0.1,0.1,0.892,0.072,0.072,0.881,0.035,0.035,4.498,0.022,0.022,1.301,0.095,0.095,3.778,0.0,0.61,0.0,0.0457,0.0012,0.0012,0.51,0.064,0.064,1.238,0.056,0.056,7.6,1.0,1.0,0.268,0.042,0.042,1134.0,33.0,33.0,arXiv:1410.3449,arXiv:1410.3449,1.40522133938706,11.154328860666311,WASP-110,True,2,"[0, 1]",WASP-110 b,WASP-110,TIC 425817867,88.37,0.38,-0.33,,,,11.2,0.17,-0.18,,2456502.72415,0.00102,-0.00102,,,,0.319,0.059,-0.072,,0.0,5392.0,4.487,0.853,Transit,host_single
HAT-P-29,6140,30,30,0.25,0.08,0.08,1.206,0.049,0.054,1.272,0.032,0.044,4.311,0.026,0.020,0.586,0.049,0.039,5.723,0.104,0.021,0.018,0.06667,0.00091,0.00100,0.773,0.05,0.05,1.105,0.031,0.037,15.7,1.3,1.2,0.536,0.056,0.053,1281.0,23.0,26.0,2011ApJ...733..116B,2022A+A...664A.162M,0.8687106918238994,11.270585986487088,HAT-P-29,True,2,"[0, 1]",HAT-P-29 b,HAT-P-29,TIC 250707118,87.1,0.6,-0.6,,,,11.74,1.02,-1.02,0.09,,,,,,,,,,0.86,0.0,6087.0,4.34,1.3,Transit,host_single
HAT-P-28,5680,90,90,0.12,0.08,0.08,1.025,0.047,0.047,1.103,0.091,0.069,4.36,0.06,0.06,-1.0,-1.0,-1.0,3.257,0.051,0.033,0.033,0.0434,0.0007,0.0007,0.626,0.037,0.037,1.212,0.113,0.082,10.5,1.5,1.5,0.35,0.07,0.07,1384.0,52.0,52.0,2011ApJ...733..116B,2011ApJ...733..116B,1.098821396192203,8.460915738440038,HAT-P-28,True,2,"[0, 1]",HAT-P-28 b,HAT-P-28,TIC 53728859,88.0,0.9,-0.9,0.113,0.0024,-0.0024,8.43,0.57,-0.57,0.051,2455417.59832,0.00053,-0.00053,3.2184,0.048,-0.048,0.299,0.114,-0.123,1.4719,0.0,5680.0,4.36,1.103,Transit,host_single
WASP-104,5348,32,32,0.41,0.057,0.057,1.016,0.033,0.033,0.935,0.01,0.01,4.5032,0.005,0.0050,1.2413,0.0057,0.0057,1.755,0.0,0.03,0.0,0.0286,0.00047,0.00047,1.216,0.045,0.045,1.093,0.012,0.012,25.26,0.74,0.74,0.873,0.028,0.028,1474.0,9.0,9.0,2014A+A...570A..64S,2021MNRAS.500.5420C,1.1689839572192513,6.577450299457397,WASP-104,True,2,"[0, 1]",WASP-104 b,WASP-104,TIC 393495970,83.63,0.25,-0.25,,,,6.52,0.13,-0.13,0.0,2456406.11126,0.00012,-0.00012,1.76208,0.01344,-0.01344,0.724,0.014,-0.014,1.474,0.0,5475.0,4.503,0.963,Transit,host_single
K2-021c,4043,375,375,-0.11,0.13,0.13,0.64,0.11,0.11,0.6,0.1,0.1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,15.501,-1.0,-1.0,-1.0,0.1026,0.0079,0.0094,0.0122,0.0038,0.0034,0.171,0.048,0.046,-1.0,-1.0,-1,1.41,0.25,0.33,420.0,-1.0,-1.0,2015ApJ...811..102P,2023MNRAS.520.4226M,0.285,36.77047696254357,K2-021c,True,2,"[0, 1]",K2-21 c,K2-21,TIC 240766850,88.85,0.4,-0.15,0.035332,0.001742,-0.00219,35.5,1.63,-1.63,0.21,2456988.471,0.002,-0.002,,,,,,,,0.0,4222.06,,0.646783,Transit,planet_name
K2-021b,4043,375,375,-0.11,0.13,0.13,0.64,0.11,0.11,0.6,0.1,0.1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,9.324,-1.0,-1.0,-1.0,0.0731,0.0057,0.0067,0.005,0.0016,0.0014,0.142,0.037,0.039,-1.0,-1.0,-1,0.91,0.21,0.170,500.0,-1.0,-1.0,2015ApJ...811..102P,2023MNRAS.520.4226M,0.2366666666666666,26.198068869024706,K2-021b,True,2,"[0, 1]",K2-21 b,K2-21,TIC 240766850,88.98,0.5,-0.31,0.026158,0.000899,-0.00072,25.37,1.17,-1.17,0.1,2456989.422,0.001,-0.001,,,,,,,,0.0,4222.06,,0.646783,Transit,planet_name
TOI-3980,5800,140,140,0.182,0.085,0.085,1.17,0.09,0.12,1.645,0.055,0.059,4.081,0.06,0.052,0.267,0.041,0.043,3.609,0.117,0.078,0.093,0.0486,0.0013,0.0016,0.6,0.17,0.19,1.3,0.08,0.13,8.7,4.8,2.4,0.23,0.11,0.10,1624.0,28.0,29.0,2025ApJS..280...30Y,2025ApJS..280...30Y,0.790273556231003,6.3529219516152695,TOI-3980,True,2,"[0, 1]",TOI-3980 b,TOI-3980,TIC 312548829,81.95,0.4,-0.67,,,,6.52,0.27,-0.35,0.16,2459528.89504,0.00056,-0.00056,2.359,0.053,-0.05,0.928,0.022,-0.014,0.67,0.0,5840.0,4.106,1.626,Transit,host_single
TOI-3912,5725,69,68,0.187,0.087,0.09,1.088,0.086,0.07,1.392,0.035,0.034,4.188,0.037,0.038,0.403,0.043,0.04,3.494,0.0,0.102,0.0,0.0463,0.0012,0.0010,0.406,0.071,0.068,1.274,0.041,0.04,6.2,1.2,1.1,0.183,0.04,0.035,1512.0,20.0,20.0,2023ApJS..265....1Y,2023ApJS..265....1Y,0.9152298850574714,7.152286597456508,TOI-3912,True,2,"[0, 1]",TOI-3912 b,TOI-3912,TIC 156648452,85.64,0.55,-0.52,,,,7.16,0.25,-0.24,0.0,2459442.81871,0.00037,-0.00036,3.557,0.034,-0.034,0.544,0.045,-0.052,0.885,0.0,5725.0,4.188,1.392,Transit,host_single
TOI-3894,6000,110,110,0.021,0.085,0.06,1.138,0.089,0.075,1.502,0.055,0.052,4.143,0.043,0.046,0.337,0.046,0.042,4.335,0.048,0.052,0.034,0.0543,0.0014,0.0012,0.85,0.15,0.15,1.358,0.054,0.052,11.4,2.2,2.1,0.315,0.07,0.063,1519.0,22.0,21.0,2024AJ....168...32S,2024AJ....168...32S,0.904127829560586,7.773794391361677,TOI-3894,True,2,"[0, 1]",TOI-3894 b,TOI-3894,TIC 165464482,84.63,0.4,-0.46,0.09302,0.00077,-0.00079,7.63,0.29,-0.3,0.05,2459250.50777,0.00037,-0.00038,3.595,0.038,-0.038,0.7,0.023,-0.028,0.8978,0.0,6000.0,4.143,1.502,Transit,host_single
TOI-3884,3180,88,88,0.04,0.12,0.12,0.298,0.018,0.018,0.302,0.012,0.012,4.97,0.05,0.05,10.8,1.4,1.4,4.545,0.06,0.06,0.04,0.0361,0.0008,0.0008,0.103,0.023,0.023,0.574,0.018,0.018,4.1,0.9,0.8,0.51,0.14,0.12,441.0,15.0,15.0,2022A+A...667L..11A,2023AJ....165..249L,1.900662251655629,25.70415976042413,TOI-3884,True,2,"[0, 1]",TOI-3884 b,TOI-3884,TIC 86263325,89.81,0.13,-0.18,0.197,0.002,-0.002,25.9,0.96,-0.71,0.06,2459556.51669,0.00025,-0.00025,1.6,0.05,-0.06,0.089,0.082,-0.061,,0.0,3180.0,4.97,0.302,Transit,host_single
K2-060,5500,100,100,0.01,0.11,0.11,0.97,0.07,0.07,1.12,0.05,0.05,4.33,0.04,0.04,0.7,0.04,0.04,3.003,0.0,0.18,0.0,0.045,0.003,0.003,0.426,0.037,0.037,0.683,0.037,0.037,22.4,3.3,2..9,1.3,0.2,0.2,1400.0,50.0,50.0,2017AJ....153..130E,2017AJ....153..130E,0.6098214285714285,8.639679737439748,K2-060,True,2,"[0, 1]",K2-60 b,K2-60,TIC 206284139,88.49,0.96,-0.96,0.063,0.001,-0.001,7.78,0.17,-0.17,0.0,2456928.0593,0.0007,-0.0007,3.08,0.1,-0.1,0.21,0.13,-0.13,,0.0,5500.0,4.07,1.12,Transit,host_single
