System,Teff,err,err.1,[Fe/H],erru,errd,M_A,errup,errdn,R_A,errup.1,errdn.1,loggA,errup.2,errdn.2,rho_A,errup.3,errdn.3,Period,e,errup.4,errdown,a(AU),errup.5,errdown.1,M_b,errup.6,errdn.4,R_b,errup.7,errdn.5,g_b,errup.8,errdn.6,rho_b,errup.9,errdn.7,Teq,err.2,err.3,Discovery_reference,Recent_reference,Rp_Rs,a_Rs,host_star,has_pdcsap,n_sectors,sector_list,pl_name,hostname,tic_id,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,ttv_flag,st_teff,st_logg,st_rad,discoverymethod,nea_match_type
K2-030,5582,39,39,0.137,0.031,0.031,0.984,0.02,0.02,0.941,0.038,0.038,4.484,0.039,0.039,1.18,0.15,0.15,4.099,0.026,0.038,0.02,0.04986,0.00033,0.00033,0.625,0.03,0.03,1.197,0.052,0.052,-1.0,-1.0,-1.0,0.363,0.055,0.055,1152.0,19.0,19.0,2016A+A...594A..50L,2016A+A...594A..50L,1.2720510095642934,11.393726851193655,K2-030,True,5,"[42, 43, 44, 70, 71]",K2-30 b,K2-30,TIC 26017005,86.92,0.26,-0.24,0.1266,0.0015,-0.0016,12.34,0.42,-0.38,0.0,2457063.80714,0.0001,-0.0001,2.3208,0.024,-0.024,0.662,0.03,-0.036,1.603,0.0,5425.0,4.54,0.844,Transit,host_single
TOI-181,4820,80,80,0.14,0.05,0.05,0.802,0.021,0.021,0.75,0.007,0.007,4.59,0.03,0.03,1.91,0.09,0.09,4.532,0.0,0.12,0.0,0.049,0.002,0.002,0.157,0.021,0.02,0.598,0.018,0.018,9.4,0.3,1.4,0.69,0.11,0.11,895.0,32.0,34.0,2023MNRAS.521.1066M,arXiv:2602.18553,0.7973333333333333,14.04875922935388,TOI-181,True,4,"[2, 29, 69, 96]",TOI-181 b,TOI-181,TIC 76923707,88.28,0.32,-0.34,0.0854,0.001,-0.001,15.5641,1.25,-1.06,0.1543,2458358.12,0.00027,-0.00026,1.99,0.23,-0.21,0.5348,0.05,-0.07,0.73,0.0,4994.0,4.608,0.745,Transit,host_single
K2-114,5014,60,60,0.41,0.04,0.04,0.832,0.021,0.018,0.828,0.026,0.022,4.481,0.044,0.051,1.3,0.23,0.21,11.391,0.0,-1.0,-1.0,0.09309,0.00066,0.00059,1.85,0.23,0.22,0.942,0.032,0.02,-1.0,-1.0,-1.0,2.25,0.35,0.34,719.0,15.0,11.0,2017AJ....154..188S,2017AJ....154..188S,1.1376811594202898,24.17552123374284,K2-114,True,5,"[7, 44, 45, 46, 72]",K2-114 b,K2-114,TIC 366576758,89.16,0.18,-0.13,0.1167,0.0013,-0.0014,24.4,0.67,-0.66,0.079,2457687.08869,0.00016,-0.00016,3.9696,0.0288,-0.0288,0.378,0.061,-0.085,1.361,0.0,4899.0,4.534,0.832,Transit,host_single
HAT-P-39,6340,100,100,0.19,0.1,0.1,1.404,0.051,0.051,1.625,0.081,0.062,4.16,0.03,0.03,-1.0,-1.0,-1.0,3.544,0.0,-1.0,-1.0,0.0509,0.0006,0.0006,0.599,0.099,0.099,1.571,0.108,0.081,5.9,1.3,1.3,0.14,0.03,0.03,1752.0,43.0,43.0,2012AJ....144..139H,2012AJ....144..139H,0.9667692307692308,6.735464785941404,HAT-P-39,True,5,"[44, 45, 46, 71, 72]",HAT-P-39 b,HAT-P-39,TIC 14770122,87.0,1.0,-1.0,0.0993,0.0025,-0.0025,6.74,0.25,-0.25,0.0,2455208.75049,0.00041,-0.00041,4.188,0.0408,-0.0408,0.349,0.085,-0.12,0.999,0.0,6430.0,4.16,1.625,Transit,host_single
TOI-4994,5640,110,110,0.165,0.083,0.084,1.005,0.064,0.061,1.055,0.04,0.037,4.393,0.045,0.046,0.86,0.12,0.11,21.492,0.319,0.048,0.047,0.1515,0.0032,0.0031,0.28,0.037,0.034,0.762,0.03,0.027,11.9,2.1,1.9,0.59,0.12,0.11,718.0,10.0,10.0,2025AJ....169...72R,2025AJ....169...72R,0.7222748815165877,30.87900701103268,TOI-4994,True,6,"[66, 67, 93, 94, 100, 101]",TOI-4994 b,TOI-4994,TIC 277128619,89.56,0.29,-0.32,0.07424,0.00078,-0.00068,30.9,1.4,-1.4,0.319,2459965.47035,0.00042,-0.00041,4.452,0.031,-0.026,0.18,0.14,-0.12,0.551,0.0,5640.0,4.393,1.055,Transit,host_single
WASP-064,5550,150,150,-0.08,0.11,0.11,1.004,0.028,0.028,1.058,0.025,0.025,4.392,0.016,0.016,0.849,0.053,0.044,1.573,0.0,0.132,0.0,0.02648,0.00024,0.00024,1.271,0.068,0.068,1.271,0.039,0.039,19.6,1.4,1.3,0.619,0.064,0.052,1689.0,49.0,49.0,2013A+A...552A..82G,2013A+A...552A..82G,1.2013232514177692,5.38189804203094,WASP-064,True,5,"[6, 7, 33, 34, 87]",WASP-64 b,WASP-64,TIC 52640302,86.57,0.8,-0.6,0.1234,0.0011,-0.0011,5.39,0.11,-0.09,0.0,2455582.60169,0.00027,-0.00027,2.39976,0.01104,-0.01104,0.322,0.048,-0.068,1.522,0.0,5400.0,4.392,1.058,Transit,host_single
WASP-045,5100,200,200,0.36,0.12,0.12,0.904,0.067,0.067,0.917,0.024,0.024,4.47,0.014,0.014,1.174,0.047,0.047,3.126,0.0,-1.0,-1.0,0.0405,0.001,0.001,1.002,0.062,0.062,0.992,0.038,0.038,25.2,1.3,1.3,0.959,0.077,0.077,1170.0,24.0,24.0,2012MNRAS.422.1988A,2016MNRAS.456..990C,1.0817884405670666,9.497052535811632,WASP-045,True,4,"[2, 29, 69, 96]",WASP-45 b,WASP-45,TIC 120610833,85.02,0.2,-0.22,0.1137,0.0029,-0.0022,9.97,0.3,-0.31,,2458339.143039,0.000312,-0.00031,1.6824,0.0312,-0.0312,0.866,0.013,-0.012,1.29,0.0,5150.0,4.503,0.855,Transit,host_single
HAT-P-20,4595,45,45,0.22,0.09,0.09,0.748,0.042,0.042,0.68,0.006,0.006,4.643,0.02,0.02,1.67,0.11,0.11,2.876,0.0172,0.0016,0.0016,0.03593,0.00029,0.00029,7.22,0.36,0.36,1.025,0.053,0.053,170.2,7.6,7.3,6.26,0.29,0.29,964.0,10.0,10.0,2011ApJ...742..116B,2017A+A...601A..53E,1.5073529411764703,11.361912945168472,HAT-P-20,True,5,"[44, 45, 46, 71, 72]",HAT-P-20 b,HAT-P-20,TIC 26826078,86.8,0.2,-0.2,0.1284,0.0016,-0.0016,11.17,0.29,-0.29,0.015,2455080.92661,0.00021,-0.00021,1.848,0.0192,-0.0192,0.631,0.025,-0.028,0.9898,0.0,4595.0,4.63,0.694,Transit,host_single
KELT-21,7598,81,84,-0.405,0.032,0.033,1.458,0.029,0.028,1.638,0.034,0.034,4.173,0.015,0.014,0.332,0.018,0.017,3.613,0.0,-1.0,-1.0,0.05224,0.00035,0.00034,0.0,3.9,0.0,1.61,0.034,0.034,0.0,38.9,0.0,0.0,0.93,0.0,2051.0,29.0,30.0,2018AJ....155..100J,2022MNRAS.513.2822G,0.9829059829059832,6.8579201441041215,KELT-21,True,5,"[41, 55, 75, 81, 82]",KELT-21 b,KELT-21,TIC 203189770,86.46,0.38,-0.34,0.09952,0.00071,-0.00073,6.86,0.13,-0.12,0.0,2457295.93434,0.00041,-0.00042,4.10544,0.02184,-0.02208,0.423,0.033,-0.039,0.99,0.0,7598.0,4.173,1.638,Transit,host_single
WASP-170,5600,150,150,0.22,0.09,0.09,0.93,0.15,0.15,0.938,0.056,0.061,4.466,0.031,0.031,1.121,0.093,0.076,2.345,0.0,-1.0,-1.0,0.0337,0.0018,0.0018,1.6,0.2,0.2,1.096,0.085,0.085,34.7,4.2,3.8,1.21,0.24,0.19,1422.0,42.0,42.0,2019AJ....157...43B,2019AJ....157...43B,1.168443496801706,7.725564368868181,WASP-170,True,5,"[35, 61, 62, 89, 99]",WASP-170 b,WASP-170,TIC 118956453,84.87,0.28,-0.28,0.1175,0.0041,-0.0041,7.71,0.21,-0.18,,2457802.3915,0.0002,-0.0002,2.04,0.024,-0.024,0.689,0.021,-0.021,1.382,0.0,5600.0,4.466,0.938,Transit,host_single
